id,plan,billing,model,model_display,vendor,label,price_usd,monthly_yi,real_usd_per_mtok,list_blended_usd_per_mtok,api_cost_usd_month,api_cost_multiple,api_cost_inherited,api_price_tier,api_price_confidence,api_price_source,api_price_archive,d,confidence,tier,source,note,arena_code__selection,arena_code__configuration_count,arena_code__configuration_id,arena_code__variant,arena_code__score,arena_code__score_is_estimated,arena_code__agent_harness,arena_code__reasoning_effort,arena_code__service_mode,arena_code__score_low,arena_code__score_high,arena_code__mean_cost_usd_per_task,arena_code__median_cost_usd_per_task,arena_code__source,arena_code__mapping_kind,arena_code__mapping_confidence,arena_code__mapping_note,arena_code__quota_effort_matched,arena_agent_mode__selection,arena_agent_mode__configuration_count,arena_agent_mode__configuration_id,arena_agent_mode__variant,arena_agent_mode__score,arena_agent_mode__score_is_estimated,arena_agent_mode__agent_harness,arena_agent_mode__reasoning_effort,arena_agent_mode__service_mode,arena_agent_mode__score_low,arena_agent_mode__score_high,arena_agent_mode__mean_cost_usd_per_task,arena_agent_mode__median_cost_usd_per_task,arena_agent_mode__source,arena_agent_mode__mapping_kind,arena_agent_mode__mapping_confidence,arena_agent_mode__mapping_note,arena_agent_mode__quota_effort_matched,aa_intelligence_index__selection,aa_intelligence_index__configuration_count,aa_intelligence_index__configuration_id,aa_intelligence_index__variant,aa_intelligence_index__score,aa_intelligence_index__score_is_estimated,aa_intelligence_index__agent_harness,aa_intelligence_index__reasoning_effort,aa_intelligence_index__service_mode,aa_intelligence_index__score_low,aa_intelligence_index__score_high,aa_intelligence_index__mean_cost_usd_per_task,aa_intelligence_index__median_cost_usd_per_task,aa_intelligence_index__source,aa_intelligence_index__mapping_kind,aa_intelligence_index__mapping_confidence,aa_intelligence_index__mapping_note,aa_intelligence_index__quota_effort_matched,aa_coding_agent_index__selection,aa_coding_agent_index__configuration_count,aa_coding_agent_index__configuration_id,aa_coding_agent_index__variant,aa_coding_agent_index__score,aa_coding_agent_index__score_is_estimated,aa_coding_agent_index__agent_harness,aa_coding_agent_index__reasoning_effort,aa_coding_agent_index__service_mode,aa_coding_agent_index__score_low,aa_coding_agent_index__score_high,aa_coding_agent_index__mean_cost_usd_per_task,aa_coding_agent_index__median_cost_usd_per_task,aa_coding_agent_index__source,aa_coding_agent_index__mapping_kind,aa_coding_agent_index__mapping_confidence,aa_coding_agent_index__mapping_note,aa_coding_agent_index__quota_effort_matched
ollama_max::minimax-m3,Ollama Max,subscription,minimax-m3,MiniMax M3,MiniMax,MiniMax M3 · Ollama Max,100.0,21.692,0.0461,0.06915,150.0,1.5,False,official,high,https://platform.minimax.io/docs/guides/pricing-paygo,list-prices-round2-2026-09-09.json,0.6667,medium,full,https://ollama.com/pricing 官方 usage credits 与三段价；https://ollama.com/blog/transparent-pricing；code-subscriptions-round1-2026-09-06.json,新增21.692亿：共享月池 $300 ÷ 统一标准负载加权价；官网三段价（Ollama 标价约为 OpenCode/Command 常见成交价 2×，用本渠道价表）。同套餐各模型额度不可相加（共享池按单模型打满）；无面板 token+% 截图，按官方绝对credits+价表,highest_archived_reference,1,arena_code:3882285541f422fe,minimax-m3,1487,,,,,1480,1494,,,https://arena.ai/leaderboard/code,agent_configuration_reference,low,Exact served-model reference only; product harness and quota-measurement effort are unverified. Not a benchmark measurement of this subscription or API channel.,,highest_archived_reference,1,arena_agent_mode:0b894496d46c26ec,Minimax M3,-3.57,,,,,,,,0.13,https://arena.ai/leaderboard/agent,agent_configuration_reference,low,Exact served-model reference only; product harness and quota-measurement effort are unverified. Not a benchmark measurement of this subscription or API channel.,,highest_archived_reference,1,aa_intelligence_index:b9e931ef17c5d19f,MiniMax-M3,29.6126,False,,,,,,,,https://artificialanalysis.ai/leaderboards/models,model_configuration_reference,medium,Exact served-model reference; quota-measurement effort is unverified.,,,0,,,,,,,,,,,,,,,,
ollama_max::minimax-m2.7,Ollama Max,subscription,minimax-m2.7,MiniMax M2.7,MiniMax,MiniMax M2.7 · Ollama Max,100.0,43.384,0.02305,0.06915,300.0,3.0,False,official,high,https://platform.minimax.io/docs/guides/pricing-paygo,list-prices-round2-2026-09-09.json,0.3333,medium,full,https://ollama.com/pricing 官方 usage credits 与三段价；https://ollama.com/blog/transparent-pricing；code-subscriptions-round1-2026-09-06.json,新增43.384亿：共享月池 $300 ÷ 统一标准负载加权价；官网三段价。同套餐各模型额度不可相加（共享池按单模型打满）；无面板 token+% 截图，按官方绝对credits+价表,highest_archived_reference,1,arena_code:63e99810b5157771,minimax-m2.7,1398,,,,,1392,1404,,,https://arena.ai/leaderboard/code,agent_configuration_reference,low,Exact served-model reference only; product harness and quota-measurement effort are unverified. Not a benchmark measurement of this subscription or API channel.,,highest_archived_reference,1,arena_agent_mode:5ade7f77085b51d4,Minimax M2.7,-10.6,,,,,,,,0.08,https://arena.ai/leaderboard/agent,agent_configuration_reference,low,Exact served-model reference only; product harness and quota-measurement effort are unverified. Not a benchmark measurement of this subscription or API channel.,,highest_archived_reference,1,aa_intelligence_index:08383253f4d94cc9,MiniMax-M2.7,23.2171,False,,,,,,,,https://artificialanalysis.ai/leaderboards/models,model_configuration_reference,medium,Exact served-model reference; quota-measurement effort is unverified.,,,0,,,,,,,,,,,,,,,,
chatgpt_plus::gpt-5.6-terra,ChatGPT Plus,subscription,gpt-5.6-terra,GPT 5.6 Terra,OpenAI,GPT 5.6 Terra · ChatGPT Plus,20.0,12.012,0.01665,0.28,336.34,16.82,True,official,high,https://developers.openai.com/api/docs/pricing,list-prices-round2-2026-09-09.json,0.0595,medium,full,由同套餐 gpt-5.6-sol 6.16 亿 × 1.95,"https://learn.chatgpt.com/docs/pricing 三段credits（cache/input/output）Sol=10/100/500，对比(5, 50, 300)；旧倍率2、旧月额度12.32亿作废；保留Sol基准，按项目统一标准负载重算；见audit-round4-2026-09-05.json",highest_archived_reference,1,arena_code:0b39c598082d85c4,gpt-5.6-terra-xhigh (codex-harness),1520,,Codex,xhigh,,1512,1528,,,https://arena.ai/leaderboard/code,agent_configuration_reference,low,Exact served-model reference only; product harness and quota-measurement effort are unverified. Not a benchmark measurement of this subscription or API channel.,,highest_archived_reference,1,arena_agent_mode:5a636b72fa8caad7,GPT 5.6 Terra (xHigh),3.01,,,xhigh,,,,,0.42,https://arena.ai/leaderboard/agent,agent_configuration_reference,low,Exact served-model reference only; product harness and quota-measurement effort are unverified. Not a benchmark measurement of this subscription or API channel.,,highest_archived_reference,6,aa_intelligence_index:0d321e02326afdbd,GPT-5.6 Terra (max),42.2515,False,,max,,,,,,https://artificialanalysis.ai/leaderboards/models,model_configuration_reference,medium,Exact served-model reference; quota-measurement effort is unverified.,,highest_archived_reference,6,aa_coding_agent_index:5e8bc07f0e74644a,Codex - GPT-5.6 Terra (max),60.4201,,Codex,max,,,,1.93,,https://artificialanalysis.ai/agents/coding-agents,agent_configuration_reference,low,Exact served-model reference only; product harness and quota-measurement effort are unverified. Not a benchmark measurement of this subscription or API channel.,
chatgpt_plus::gpt-5.5,ChatGPT Plus,subscription,gpt-5.5,GPT 5.5,OpenAI,GPT 5.5 · ChatGPT Plus,20.0,4.805,0.04162,0.7,336.35,16.82,True,official,high,https://developers.openai.com/api/docs/pricing,list-prices-round2-2026-09-09.json,0.0595,medium,main,由同套餐 gpt-5.6-sol 6.16 亿 × 0.78,"https://learn.chatgpt.com/docs/pricing 三段credits（cache/input/output）Sol=10/100/500，对比(12.5, 125, 750)；旧倍率0.8、旧月额度4.928亿作废；保留Sol基准，按项目统一标准负载重算；见audit-round4-2026-09-05.json",highest_archived_reference,3,arena_code:40baf064c44dae38,gpt-5.5-xhigh (codex-harness),1510,,Codex,xhigh,,1504,1516,,,https://arena.ai/leaderboard/code,agent_configuration_reference,low,Exact served-model reference only; product harness and quota-measurement effort are unverified. Not a benchmark measurement of this subscription or API channel.,,highest_archived_reference,1,arena_agent_mode:b57bc9d60c72a3e3,GPT 5.5 (xHigh),7.53,,,xhigh,,,,,1.05,https://arena.ai/leaderboard/agent,agent_configuration_reference,low,Exact served-model reference only; product harness and quota-measurement effort are unverified. Not a benchmark measurement of this subscription or API channel.,,highest_archived_reference,5,aa_intelligence_index:af96366d0d7baf18,GPT-5.5 (xhigh),38.6292,False,,xhigh,,,,,,https://artificialanalysis.ai/leaderboards/models,model_configuration_reference,medium,Exact served-model reference; quota-measurement effort is unverified.,,highest_archived_reference,3,aa_coding_agent_index:d54766021d85d033,Codex - GPT-5.5 (xhigh),61.0333,,Codex,xhigh,,,,4.7524,,https://artificialanalysis.ai/agents/coding-agents,agent_configuration_reference,low,Exact served-model reference only; product harness and quota-measurement effort are unverified. Not a benchmark measurement of this subscription or API channel.,
chatgpt_pro_5x::gpt-5.6-terra,ChatGPT Pro 5x,subscription,gpt-5.6-terra,GPT 5.6 Terra,OpenAI,GPT 5.6 Terra · ChatGPT Pro 5x,100.0,60.06,0.01665,0.28,1681.68,16.82,True,official,high,https://developers.openai.com/api/docs/pricing,list-prices-round2-2026-09-09.json,0.0595,medium,full,由同套餐 gpt-5.6-sol 30.8 亿 × 1.95,"https://learn.chatgpt.com/docs/pricing 三段credits（cache/input/output）Sol=10/100/500，对比(5, 50, 300)；旧倍率2、旧月额度61.6亿作废；保留Sol基准，按项目统一标准负载重算；见audit-round4-2026-09-05.json",highest_archived_reference,1,arena_code:0b39c598082d85c4,gpt-5.6-terra-xhigh (codex-harness),1520,,Codex,xhigh,,1512,1528,,,https://arena.ai/leaderboard/code,agent_configuration_reference,low,Exact served-model reference only; product harness and quota-measurement effort are unverified. Not a benchmark measurement of this subscription or API channel.,,highest_archived_reference,1,arena_agent_mode:5a636b72fa8caad7,GPT 5.6 Terra (xHigh),3.01,,,xhigh,,,,,0.42,https://arena.ai/leaderboard/agent,agent_configuration_reference,low,Exact served-model reference only; product harness and quota-measurement effort are unverified. Not a benchmark measurement of this subscription or API channel.,,highest_archived_reference,6,aa_intelligence_index:0d321e02326afdbd,GPT-5.6 Terra (max),42.2515,False,,max,,,,,,https://artificialanalysis.ai/leaderboards/models,model_configuration_reference,medium,Exact served-model reference; quota-measurement effort is unverified.,,highest_archived_reference,6,aa_coding_agent_index:5e8bc07f0e74644a,Codex - GPT-5.6 Terra (max),60.4201,,Codex,max,,,,1.93,,https://artificialanalysis.ai/agents/coding-agents,agent_configuration_reference,low,Exact served-model reference only; product harness and quota-measurement effort are unverified. Not a benchmark measurement of this subscription or API channel.,
chatgpt_pro_5x::gpt-5.5,ChatGPT Pro 5x,subscription,gpt-5.5,GPT 5.5,OpenAI,GPT 5.5 · ChatGPT Pro 5x,100.0,24.024,0.04163,0.7,1681.68,16.82,True,official,high,https://developers.openai.com/api/docs/pricing,list-prices-round2-2026-09-09.json,0.0595,medium,full,由同套餐 gpt-5.6-sol 30.8 亿 × 0.78,"https://learn.chatgpt.com/docs/pricing 三段credits（cache/input/output）Sol=10/100/500，对比(12.5, 125, 750)；旧倍率0.8、旧月额度24.64亿作废；保留Sol基准，按项目统一标准负载重算；见audit-round4-2026-09-05.json",highest_archived_reference,3,arena_code:40baf064c44dae38,gpt-5.5-xhigh (codex-harness),1510,,Codex,xhigh,,1504,1516,,,https://arena.ai/leaderboard/code,agent_configuration_reference,low,Exact served-model reference only; product harness and quota-measurement effort are unverified. Not a benchmark measurement of this subscription or API channel.,,highest_archived_reference,1,arena_agent_mode:b57bc9d60c72a3e3,GPT 5.5 (xHigh),7.53,,,xhigh,,,,,1.05,https://arena.ai/leaderboard/agent,agent_configuration_reference,low,Exact served-model reference only; product harness and quota-measurement effort are unverified. Not a benchmark measurement of this subscription or API channel.,,highest_archived_reference,5,aa_intelligence_index:af96366d0d7baf18,GPT-5.5 (xhigh),38.6292,False,,xhigh,,,,,,https://artificialanalysis.ai/leaderboards/models,model_configuration_reference,medium,Exact served-model reference; quota-measurement effort is unverified.,,highest_archived_reference,3,aa_coding_agent_index:d54766021d85d033,Codex - GPT-5.5 (xhigh),61.0333,,Codex,xhigh,,,,4.7524,,https://artificialanalysis.ai/agents/coding-agents,agent_configuration_reference,low,Exact served-model reference only; product harness and quota-measurement effort are unverified. Not a benchmark measurement of this subscription or API channel.,
chatgpt_pro_20x::gpt-5.6-terra,ChatGPT Pro 20x,subscription,gpt-5.6-terra,GPT 5.6 Terra,OpenAI,GPT 5.6 Terra · ChatGPT Pro 20x,200.0,240.24,0.00833,0.28,6726.72,33.63,True,official,high,https://developers.openai.com/api/docs/pricing,list-prices-round2-2026-09-09.json,0.0297,medium,full,由同套餐 gpt-5.6-sol 123.2 亿 × 1.95,"https://learn.chatgpt.com/docs/pricing 三段credits（cache/input/output）Sol=10/100/500，对比(5, 50, 300)；旧倍率2、旧月额度246.4亿作废；保留Sol基准，按项目统一标准负载重算；见audit-round4-2026-09-05.json",highest_archived_reference,1,arena_code:0b39c598082d85c4,gpt-5.6-terra-xhigh (codex-harness),1520,,Codex,xhigh,,1512,1528,,,https://arena.ai/leaderboard/code,agent_configuration_reference,low,Exact served-model reference only; product harness and quota-measurement effort are unverified. Not a benchmark measurement of this subscription or API channel.,,highest_archived_reference,1,arena_agent_mode:5a636b72fa8caad7,GPT 5.6 Terra (xHigh),3.01,,,xhigh,,,,,0.42,https://arena.ai/leaderboard/agent,agent_configuration_reference,low,Exact served-model reference only; product harness and quota-measurement effort are unverified. Not a benchmark measurement of this subscription or API channel.,,highest_archived_reference,6,aa_intelligence_index:0d321e02326afdbd,GPT-5.6 Terra (max),42.2515,False,,max,,,,,,https://artificialanalysis.ai/leaderboards/models,model_configuration_reference,medium,Exact served-model reference; quota-measurement effort is unverified.,,highest_archived_reference,6,aa_coding_agent_index:5e8bc07f0e74644a,Codex - GPT-5.6 Terra (max),60.4201,,Codex,max,,,,1.93,,https://artificialanalysis.ai/agents/coding-agents,agent_configuration_reference,low,Exact served-model reference only; product harness and quota-measurement effort are unverified. Not a benchmark measurement of this subscription or API channel.,
chatgpt_pro_20x::gpt-5.5,ChatGPT Pro 20x,subscription,gpt-5.5,GPT 5.5,OpenAI,GPT 5.5 · ChatGPT Pro 20x,200.0,96.096,0.02081,0.7,6726.72,33.63,True,official,high,https://developers.openai.com/api/docs/pricing,list-prices-round2-2026-09-09.json,0.0297,medium,main,由同套餐 gpt-5.6-sol 123.2 亿 × 0.78,"https://learn.chatgpt.com/docs/pricing 三段credits（cache/input/output）Sol=10/100/500，对比(12.5, 125, 750)；旧倍率0.8、旧月额度98.56亿作废；保留Sol基准，按项目统一标准负载重算；见audit-round4-2026-09-05.json",highest_archived_reference,3,arena_code:40baf064c44dae38,gpt-5.5-xhigh (codex-harness),1510,,Codex,xhigh,,1504,1516,,,https://arena.ai/leaderboard/code,agent_configuration_reference,low,Exact served-model reference only; product harness and quota-measurement effort are unverified. Not a benchmark measurement of this subscription or API channel.,,highest_archived_reference,1,arena_agent_mode:b57bc9d60c72a3e3,GPT 5.5 (xHigh),7.53,,,xhigh,,,,,1.05,https://arena.ai/leaderboard/agent,agent_configuration_reference,low,Exact served-model reference only; product harness and quota-measurement effort are unverified. Not a benchmark measurement of this subscription or API channel.,,highest_archived_reference,5,aa_intelligence_index:af96366d0d7baf18,GPT-5.5 (xhigh),38.6292,False,,xhigh,,,,,,https://artificialanalysis.ai/leaderboards/models,model_configuration_reference,medium,Exact served-model reference; quota-measurement effort is unverified.,,highest_archived_reference,3,aa_coding_agent_index:d54766021d85d033,Codex - GPT-5.5 (xhigh),61.0333,,Codex,xhigh,,,,4.7524,,https://artificialanalysis.ai/agents/coding-agents,agent_configuration_reference,low,Exact served-model reference only; product harness and quota-measurement effort are unverified. Not a benchmark measurement of this subscription or API channel.,
claude_pro::claude-sonnet-5,Claude Pro,subscription,claude-sonnet-5,Claude Sonnet 5,Anthropic,Claude Sonnet 5 · Claude Pro,20.0,39.7,0.00504,0.273,1083.81,54.19,True,official,high,https://platform.claude.com/docs/en/about-claude/pricing,list-prices-round2-2026-09-09.json,0.0185,medium,main,由同套餐 claude-opus-4.8 15.88 亿 × 2.5,标价比 Opus/Sonnet 2.5×,highest_archived_reference,1,arena_code:a3c018e0de7b1edf,claude-sonnet-5-high,1537,,,high,,1529,1545,,,https://arena.ai/leaderboard/code,agent_configuration_reference,low,Exact served-model reference only; product harness and quota-measurement effort are unverified. Not a benchmark measurement of this subscription or API channel.,,highest_archived_reference,1,arena_agent_mode:a43d60fd1179d9ab,Claude Sonnet 5 (High),7.51,,,high,,,,,0.87,https://arena.ai/leaderboard/agent,agent_configuration_reference,low,Exact served-model reference only; product harness and quota-measurement effort are unverified. Not a benchmark measurement of this subscription or API channel.,,highest_archived_reference,4,aa_intelligence_index:b7a7fcece17107c5,Claude Sonnet 5 (max),38.3577,False,,max,,,,,,https://artificialanalysis.ai/leaderboards/models,model_configuration_reference,medium,Exact served-model reference; quota-measurement effort is unverified.,,,0,,,,,,,,,,,,,,,,
claude_max_20x::claude-sonnet-5,Claude Max 20x (9/14+),subscription,claude-sonnet-5,Claude Sonnet 5,Anthropic,Claude Sonnet 5 · Claude Max 20x (9/14+),200.0,392.5,0.0051,0.273,10715.25,53.58,True,official,high,https://platform.claude.com/docs/en/about-claude/pricing,list-prices-round2-2026-09-09.json,0.0187,medium,main,由同套餐 claude-opus-5 157 亿 × 2.5,旧200亿→392.5亿，low→medium；157×Opus/Sonnet标价比2.5，9/14永久口径派生，非Sonnet实测；claude-adoption-round6-2026-09-06.json,highest_archived_reference,1,arena_code:a3c018e0de7b1edf,claude-sonnet-5-high,1537,,,high,,1529,1545,,,https://arena.ai/leaderboard/code,agent_configuration_reference,low,Exact served-model reference only; product harness and quota-measurement effort are unverified. Not a benchmark measurement of this subscription or API channel.,,highest_archived_reference,1,arena_agent_mode:a43d60fd1179d9ab,Claude Sonnet 5 (High),7.51,,,high,,,,,0.87,https://arena.ai/leaderboard/agent,agent_configuration_reference,low,Exact served-model reference only; product harness and quota-measurement effort are unverified. Not a benchmark measurement of this subscription or API channel.,,highest_archived_reference,4,aa_intelligence_index:b7a7fcece17107c5,Claude Sonnet 5 (max),38.3577,False,,max,,,,,,https://artificialanalysis.ai/leaderboards/models,model_configuration_reference,medium,Exact served-model reference; quota-measurement effort is unverified.,,,0,,,,,,,,,,,,,,,,
claude_max_20x::claude-opus-4.8,Claude Max 20x (9/14+),subscription,claude-opus-4.8,Claude Opus 4.8,Anthropic,Claude Opus 4.8 · Claude Max 20x (9/14+),200.0,157.0,0.01274,0.6825,10715.25,53.58,True,official,high,https://platform.claude.com/docs/en/about-claude/pricing,list-prices-round2-2026-09-09.json,0.0187,low,full,由同套餐 claude-opus-5 157 亿 × 1.0,旧80亿→157亿；与Opus5同价，9/14永久基准派生；claude-adoption-round6-2026-09-06.json,highest_archived_reference,2,arena_code:64447103ae4fcc1b,claude-opus-4-8-high,1563,,,high,,1556,1570,,,https://arena.ai/leaderboard/code,agent_configuration_reference,low,Exact served-model reference only; product harness and quota-measurement effort are unverified. Not a benchmark measurement of this subscription or API channel.,,highest_archived_reference,1,arena_agent_mode:e4d2e86548e10b30,Claude Opus 4.8 (High),9.22,,,high,,,,,1.63,https://arena.ai/leaderboard/agent,agent_configuration_reference,low,Exact served-model reference only; product harness and quota-measurement effort are unverified. Not a benchmark measurement of this subscription or API channel.,,highest_archived_reference,1,aa_intelligence_index:3d1c6c0e46c019b3,Claude Opus 4.8 (max),41.9916,False,,max,,,,,,https://artificialanalysis.ai/leaderboards/models,model_configuration_reference,medium,Exact served-model reference; quota-measurement effort is unverified.,,highest_archived_reference,5,aa_coding_agent_index:5258d3311d9180dd,Claude Code - Opus 4.8 (max),62.1405,,Claude Code,max,,,,7.7247,,https://artificialanalysis.ai/agents/coding-agents,agent_configuration_reference,low,Exact served-model reference only; product harness and quota-measurement effort are unverified. Not a benchmark measurement of this subscription or API channel.,
claude_max_20x::claude-fable-5,Claude Max 20x (9/14+),subscription,claude-fable-5,Claude Fable 5,Anthropic,Claude Fable 5 · Claude Max 20x (9/14+),200.0,12.077,0.1656,1.365,1648.51,8.24,False,official,high,https://platform.claude.com/docs/en/about-claude/pricing,list-prices-round2-2026-09-09.json,0.1213,low,main,由同套餐 claude-opus-5 157 亿 × 0.07692307692307693,旧6.152亿→12.077亿；157×0.5/6.5，不再预舍入倍率；订阅内6.5×权重且限周额度50%，9/14永久口径派生；claude-adoption-round6-2026-09-06.json,highest_archived_reference,1,arena_code:84b85901f1ed7d45,claude-fable-5,1629,,,,,1621,1637,,,https://arena.ai/leaderboard/code,agent_configuration_reference,low,Exact served-model reference only; product harness and quota-measurement effort are unverified. Not a benchmark measurement of this subscription or API channel.,,highest_archived_reference,1,arena_agent_mode:b47299ea30b105d2,Claude Fable 5 (High),10.61,,,high,,,,,2.37,https://arena.ai/leaderboard/agent,agent_configuration_reference,low,Exact served-model reference only; product harness and quota-measurement effort are unverified. Not a benchmark measurement of this subscription or API channel.,,highest_archived_reference,1,aa_intelligence_index:95bbece6abd121ad,Claude Fable 5 (with fallback),49.6994,False,,,,,,,,https://artificialanalysis.ai/leaderboards/models,model_configuration_reference,medium,Exact served-model reference; quota-measurement effort is unverified.,,highest_archived_reference,5,aa_coding_agent_index:c46b9ea709734d33,Claude Code - Fable 5 (max) (with fallback),67.1728,,Claude Code,max,,,,11.6874,,https://artificialanalysis.ai/agents/coding-agents,agent_configuration_reference,low,Exact served-model reference only; product harness and quota-measurement effort are unverified. Not a benchmark measurement of this subscription or API channel.,
claude_max_5x::claude-sonnet-5,Claude Max 5x (9/14+),subscription,claude-sonnet-5,Claude Sonnet 5,Anthropic,Claude Sonnet 5 · Claude Max 5x (9/14+),100.0,196.25,0.0051,0.273,5357.62,53.58,True,official,high,https://platform.claude.com/docs/en/about-claude/pricing,list-prices-round2-2026-09-09.json,0.0187,low,full,由同套餐 claude-opus-5 78.5 亿 × 2.5,旧89亿→196.25亿；78.5×标价比2.5，9/14永久口径派生；claude-adoption-round6-2026-09-06.json,highest_archived_reference,1,arena_code:a3c018e0de7b1edf,claude-sonnet-5-high,1537,,,high,,1529,1545,,,https://arena.ai/leaderboard/code,agent_configuration_reference,low,Exact served-model reference only; product harness and quota-measurement effort are unverified. Not a benchmark measurement of this subscription or API channel.,,highest_archived_reference,1,arena_agent_mode:a43d60fd1179d9ab,Claude Sonnet 5 (High),7.51,,,high,,,,,0.87,https://arena.ai/leaderboard/agent,agent_configuration_reference,low,Exact served-model reference only; product harness and quota-measurement effort are unverified. Not a benchmark measurement of this subscription or API channel.,,highest_archived_reference,4,aa_intelligence_index:b7a7fcece17107c5,Claude Sonnet 5 (max),38.3577,False,,max,,,,,,https://artificialanalysis.ai/leaderboards/models,model_configuration_reference,medium,Exact served-model reference; quota-measurement effort is unverified.,,,0,,,,,,,,,,,,,,,,
claude_max_5x::claude-fable-5,Claude Max 5x (9/14+),subscription,claude-fable-5,Claude Fable 5,Anthropic,Claude Fable 5 · Claude Max 5x (9/14+),100.0,9.235,0.10828,1.365,1260.58,12.61,False,official,high,https://platform.claude.com/docs/en/about-claude/pricing,list-prices-round2-2026-09-09.json,0.0793,low,full,由同套餐 claude-opus-5 78.5 亿 × 0.11764705882352941,旧4.187亿→9.235亿；78.5×0.5/4.25，不再预舍入倍率；订阅内4.25×权重且限周额度50%，9/14永久口径派生；claude-adoption-round6-2026-09-06.json,highest_archived_reference,1,arena_code:84b85901f1ed7d45,claude-fable-5,1629,,,,,1621,1637,,,https://arena.ai/leaderboard/code,agent_configuration_reference,low,Exact served-model reference only; product harness and quota-measurement effort are unverified. Not a benchmark measurement of this subscription or API channel.,,highest_archived_reference,1,arena_agent_mode:b47299ea30b105d2,Claude Fable 5 (High),10.61,,,high,,,,,2.37,https://arena.ai/leaderboard/agent,agent_configuration_reference,low,Exact served-model reference only; product harness and quota-measurement effort are unverified. Not a benchmark measurement of this subscription or API channel.,,highest_archived_reference,1,aa_intelligence_index:95bbece6abd121ad,Claude Fable 5 (with fallback),49.6994,False,,,,,,,,https://artificialanalysis.ai/leaderboards/models,model_configuration_reference,medium,Exact served-model reference; quota-measurement effort is unverified.,,highest_archived_reference,5,aa_coding_agent_index:c46b9ea709734d33,Claude Code - Fable 5 (max) (with fallback),67.1728,,Claude Code,max,,,,11.6874,,https://artificialanalysis.ai/agents/coding-agents,agent_configuration_reference,low,Exact served-model reference only; product harness and quota-measurement effort are unverified. Not a benchmark measurement of this subscription or API channel.,
cursor_ultra::composer-2.5,Cursor Ultra (Standard),subscription,composer-2.5,Composer 2.5,Cursor,Composer 2.5 · Cursor Ultra (Standard),200.0,198.926,0.01005,0.2145,4266.96,21.33,True,official,high,https://cursor.com/docs/models/cursor-composer-2-5,list-prices-round2-2026-09-09.json,0.0469,medium,main,由同套餐 grok-4.6 77.37 亿 × 2.571095571095571,旧80亿基准→77.37亿×统一标准负载倍率2.571096；随round8标准中间值联动，非Composer实测；见cursor-adoption-round8-2026-09-06.json,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,highest_archived_reference,1,aa_coding_agent_index:53314b5ed016293e,Cursor CLI - Composer 2.5,38.3008,,Cursor CLI,,standard,,,0.0851,,https://artificialanalysis.ai/agents/coding-agents,agent_configuration_reference,low,Exact served-model reference only; product harness and quota-measurement effort are unverified. Not a benchmark measurement of this subscription or API channel.,
cursor_ultra::grok-4.5,Cursor Ultra,subscription,grok-4.5,Grok 4.5,xAI,Grok 4.5 · Cursor Ultra,200.0,77.37,0.02585,0.3565,2758.24,13.79,False,official,high,https://docs.x.ai/developers/models,list-prices-round2-2026-09-09.json,0.0725,medium,full,由同套餐 grok-4.6 77.37 亿 × 1.0,旧80亿→77.37亿，继承round8标准基准；Cursor官方models-and-pricing两模型同价，非Grok4.5独立实测；不采用xAI公开API缓存价差；见cursor-adoption-round8-2026-09-06.json,highest_archived_reference,1,arena_code:2e746c8236febdde,grok-4.5,1556,,,,,1548,1564,,,https://arena.ai/leaderboard/code,agent_configuration_reference,low,Exact served-model reference only; product harness and quota-measurement effort are unverified. Not a benchmark measurement of this subscription or API channel.,,highest_archived_reference,1,arena_agent_mode:3867d7aa28e07570,Grok 4.5,6.17,,,,,,,,0.43,https://arena.ai/leaderboard/agent,agent_configuration_reference,low,Exact served-model reference only; product harness and quota-measurement effort are unverified. Not a benchmark measurement of this subscription or API channel.,,highest_archived_reference,1,aa_intelligence_index:47e595545691f242,Grok 4.5 (high),39.0842,False,,high,,,,,,https://artificialanalysis.ai/leaderboards/models,model_configuration_reference,medium,Exact served-model reference; quota-measurement effort is unverified.,,highest_archived_reference,1,aa_coding_agent_index:23e618a155f47f99,Grok Build - Grok 4.5 (high),64.09,,Grok Build,high,,,,2.439,,https://artificialanalysis.ai/agents/coding-agents,agent_configuration_reference,low,Exact served-model reference only; product harness and quota-measurement effort are unverified. Not a benchmark measurement of this subscription or API channel.,
cursor_pro::composer-2.5,Cursor Pro (Standard),subscription,composer-2.5,Composer 2.5,Cursor,Composer 2.5 · Cursor Pro (Standard),20.0,12.084,0.01655,0.2145,259.2,12.96,True,official,high,https://cursor.com/docs/models/cursor-composer-2-5,list-prices-round2-2026-09-09.json,0.0772,medium,main,由同套餐 grok-4.6 4.7 亿 × 2.571095571095571,Standard：官方Cursor三段价混合比；旧12.079亿用舍入倍率2.57，现保留完整精度,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,highest_archived_reference,1,aa_coding_agent_index:53314b5ed016293e,Cursor CLI - Composer 2.5,38.3008,,Cursor CLI,,standard,,,0.0851,,https://artificialanalysis.ai/agents/coding-agents,agent_configuration_reference,low,Exact served-model reference only; product harness and quota-measurement effort are unverified. Not a benchmark measurement of this subscription or API channel.,
